model,method,cache_size,task,task_tokens_per_s,quant_ratio,task_quant_ratio
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,1024,mmlu_philosophy,0.0,0.15422247350215912,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,1024,mmlu_prehistory,0.0,0.15422247350215912,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,1024,mmlu_professional_law,0.0,0.15422247350215912,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,1024,mmlu_world_religions,0.0,0.15422247350215912,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,1024,gsm8k,293.02,0.15422247350215912,0.17356687784194946
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_2wikimqa,3348.48,0.15555140376091003,0.13070428371429443
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_dureader,1887.61,0.15555140376091003,0.1572491079568863
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_gov_report,563.12,0.15555140376091003,0.1400960087776184
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_hotpotqa,3738.54,0.15555140376091003,0.128946915268898
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_lcc,1160.85,0.15555140376091003,0.19725967943668365
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_lsht,4482.03,0.15555140376091003,0.17889976501464844
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_multi_news,168.18,0.15555140376091003,0.18450874090194702
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_multifieldqa_en,2365.58,0.15555140376091003,0.19705092906951904
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_multifieldqa_zh,1649.87,0.15555140376091003,0.17405958473682404
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_musique,3833.69,0.15555140376091003,0.13043919205665588
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_narrativeqa,3050.55,0.15555140376091003,0.14057105779647827
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_passage_count,3589.29,0.15555140376091003,0.16205784678459167
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_passage_retrieval_en,3599.36,0.15555140376091003,0.1297546625137329
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_passage_retrieval_zh,2740.83,0.15555140376091003,0.12750861048698425
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_qasper,1095.07,0.15555140376091003,0.1294553428888321
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_qmsum,760.6,0.15555140376091003,0.20917224884033203
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_repobench-p,2550.14,0.15555140376091003,0.15505163371562958
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_samsum,3391.28,0.15555140376091003,0.19514521956443787
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_trec,4318.13,0.15555140376091003,0.18204288184642792
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_triviaqa,4636.31,0.15555140376091003,0.18202513456344604
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,longbench_vcsum,598.89,0.15555140376091003,0.16037671267986298
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,commonsense_qa,3822.95,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_stem,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_abstract_algebra,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_anatomy,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_astronomy,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_college_biology,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_college_chemistry,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_college_computer_science,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_college_mathematics,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_college_physics,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_computer_security,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_conceptual_physics,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_electrical_engineering,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_elementary_mathematics,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_high_school_biology,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_high_school_chemistry,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_high_school_computer_science,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_high_school_mathematics,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_high_school_physics,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_high_school_statistics,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_machine_learning,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_other,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_business_ethics,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_clinical_knowledge,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_college_medicine,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_global_facts,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_human_aging,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_management,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_marketing,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_medical_genetics,0.0,0.15555140376091003,0.0
meta-llama_Meta-Llama-3.1-8B-Instruct,AKCB,2048,mmlu_miscellaneous,0.0,0.15555140376091003,0.0
